id	Question	Model answer	Acceptable?	annotator1	annotator2	annotator3
72	who was the girl in the video brenda got a baby	ethel ` ` edy'' proctor	Yes	Yes	Yes	
72	who was the girl in the video brenda got a baby	ethel edy proctor	Yes	Yes	Yes	
72	who was the girl in the video brenda got a baby	Tatyana Ali	No	No	No	
72	who was the girl in the video brenda got a baby	Brenda	No	No	No	
73	who sang smoke gets in your eyes first	The first recording of "Smoke Gets in Your Eyes" was by the American vocal group The Platters in 1958.	No	Yes	No	No
73	who sang smoke gets in your eyes first	Gertrude Niesen	Yes	Yes	Yes	
73	who sang smoke gets in your eyes first	Paul Whiteman and His Orchestra	No	No	No	
74	where is the nfl game in london played	twickenham stadium	Yes	Yes	Yes	
74	where is the nfl game in london played	Wembley Stadium	Yes	Yes	Yes	
74	where is the nfl game in london played	The NFL game in London is usually played at Wembley Stadium.	Yes	Yes	Yes	
75	where can i get a state issued id	You can get a state-issued ID from your local Department of Motor Vehicles.	Yes	Yes	Yes	
75	where can i get a state issued id	each state's DMV	Yes	Yes	Yes	
75	where can i get a state issued id	Department of Motor Vehicles (DMV)	Yes	Yes	Yes	
75	where can i get a state issued id	passport cards	No	No	No	
75	where can i get a state issued id	DMV	Yes	Yes	Yes	
75	where can i get a state issued id	California	No	No	No	
76	what is the 3rd largest state in usa	New York	No	No	No	
76	what is the 3rd largest state in usa	The third largest state in the United States is Florida, with an area of 170,312 square miles.	No	No	No	
76	what is the 3rd largest state in usa	texas	No	No	No	
76	what is the 3rd largest state in usa	California	Yes	Yes	Yes	
77	how do you spell padawan from star wars	Padawan	Yes	Yes	Yes	
77	how do you spell padawan from star wars	sampa	No	No	No	
77	how do you spell padawan from star wars	learner	No	No	No	
77	how do you spell padawan from star wars	jedi	No	No	No	
77	how do you spell padawan from star wars	P-A-D-A-W-A-N.	Yes	Yes	Yes	
78	who won last year's grand national 2017	one for arthur	Yes	Yes	No	Yes
78	who won last year's grand national 2017	One For Arthur, ridden by Derek Fox.	Yes	Yes	No	Yes
79	what is the corporate tax rate in great britain	The corporate tax rate in Great Britain is 19%.	Yes	Yes	Yes	
79	what is the corporate tax rate in great britain	20	No	Yes	No	No
79	what is the corporate tax rate in great britain	20%	No	Yes	No	No
79	what is the corporate tax rate in great britain	19%	Yes	Yes	Yes	
79	what is the corporate tax rate in great britain	20 %	No	Yes	No	No
80	how many plane surfaces does a cylinder have	Two.	Yes	Yes	Yes	
80	how many plane surfaces does a cylinder have	two	Yes	Yes	Yes	
80	how many plane surfaces does a cylinder have	infinite curvilinear surface	No	No	No	
80	how many plane surfaces does a cylinder have	six	No	No	No	
80	how many plane surfaces does a cylinder have	infinite	No	No	No	
81	list the seven gifts of the holy spirit	knowledge	Yes	Yes	No	Yes
81	list the seven gifts of the holy spirit	wisdom	Yes	Yes	No	Yes
81	list the seven gifts of the holy spirit	The seven gifts of the Holy Spirit are wisdom, understanding, counsel, fortitude, knowledge, piety, and fear of the Lord.	Yes	Yes	Yes	
81	list the seven gifts of the holy spirit	Wisdom, Understanding, Counsel, Fortitude, Knowledge, Piety, and Fear of the Lord.	Yes	Yes	Yes	
82	who wrote antigone and what are the dates of his birth and death	sophocles	Yes	Yes	No	Yes
82	who wrote antigone and what are the dates of his birth and death	Sophocles (496 BC - 406 BC)	Yes	Yes	Yes	
82	who wrote antigone and what are the dates of his birth and death	The play Antigone was written by Sophocles, who was born in 496 BC and died in 406 BC.	Yes	Yes	Yes	
82	who wrote antigone and what are the dates of his birth and death	Arthur Honegger	No	No	No	
83	what is the name of the weapon the grim reaper carries	Scythe	Yes	Yes	Yes	
83	what is the name of the weapon the grim reaper carries	The Grim Reaper is often depicted carrying a scythe.	Yes	Yes	Yes	
84	animals that are active at dawn and dusk	crepuscular animals	Yes	Yes	Yes	
84	animals that are active at dawn and dusk	crepuscular	Yes	Yes	Yes	
84	animals that are active at dawn and dusk	Crepuscular animals.	Yes	Yes	Yes	
85	when is season 2 of jessica jones being released	Season 2 of Jessica Jones is set to be released on March 8, 2018.	Yes	Yes	Yes	
85	when is season 2 of jessica jones being released	March 8 , 2018	Yes	Yes	Yes	
85	when is season 2 of jessica jones being released	March 8, 2018	Yes	Yes	Yes	
85	when is season 2 of jessica jones being released	March 8 2018	Yes	Yes	Yes	
86	who was appointed to manage the national recovery administration	hugh s. johnson	Yes	Yes	Yes	
86	who was appointed to manage the national recovery administration	General Hugh S. Johnson	Yes	Yes	Yes	
86	who was appointed to manage the national recovery administration	harry hopkins	No	No	No	
86	who was appointed to manage the national recovery administration	President Franklin D. Roosevelt	No	No	No	
86	who was appointed to manage the national recovery administration	Hugh Samuel Johnson	Yes	Yes	Yes	
86	who was appointed to manage the national recovery administration	Franklin D. Roosevelt was appointed to manage the National Recovery Administration.	No	No	No	
86	who was appointed to manage the national recovery administration	Donald Richberg	No	No	No	
86	who was appointed to manage the national recovery administration	Samuel Williams	No	No	Yes	No
87	who dies in the lost city of z	Unknown.	No	No	No	
87	who dies in the lost city of z	Manley	Yes	Yes	Yes	
87	who dies in the lost city of z	Fawcett	Yes	Yes	No	Yes
87	who dies in the lost city of z	Henry Costin	No	No	No	
87	who dies in the lost city of z	nina	Yes	Yes	No	Yes
87	who dies in the lost city of z	Percy Fawcett	No	Yes	No	No
88	what is the breakdown product formed when one phosphate group is removed from atp	aldehyde	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	hydroxyl group	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	ATP	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	ADP	Yes	Yes	Yes	
88	what is the breakdown product formed when one phosphate group is removed from atp	hydroxyl	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	acylphosphate intermediate	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	adenosine diphosphate (ADP)	Yes	Yes	Yes	
88	what is the breakdown product formed when one phosphate group is removed from atp	adenosine diphosphate	Yes	Yes	Yes	
88	what is the breakdown product formed when one phosphate group is removed from atp	oxidative phosphorylation	No	No	No	
88	what is the breakdown product formed when one phosphate group is removed from atp	ADP (Adenosine diphosphate).	Yes	No	Yes	Yes
89	when do dwight and angela start dating again	Unknown.	No	No	Yes	No
89	when do dwight and angela start dating again	Season 8 , Episode 9	No	No	No	
89	when do dwight and angela start dating again	the fourth season	No	No	No	
89	when do dwight and angela start dating again	season 9	Yes	Yes	Yes	
89	when do dwight and angela start dating again	In the fifth season premiere	No	No	No	
89	when do dwight and angela start dating again	the fifth season premiere	No	No	No	
90	who is responsible for establishing local licensing forum	The Licensing Authority	No	No	No	
90	who is responsible for establishing local licensing forum	Landmark Worldwide	No	No	No	
90	who is responsible for establishing local licensing forum	local authorities	Yes	Yes	Yes	
90	who is responsible for establishing local licensing forum	Local licensing forums are typically established by local governments or regulatory bodies.	Yes	Yes	Yes	
90	who is responsible for establishing local licensing forum	The local licensing authority	Yes	Yes	Yes	
90	who is responsible for establishing local licensing forum	the council	No	No	No	
90	who is responsible for establishing local licensing forum	the FCC	No	No	No	
90	who is responsible for establishing local licensing forum	the uk licensing council	No	No	No	
91	what does istj mean in a personality test	Introversion	No	Yes	No	No
91	what does istj mean in a personality test	Sensing	No	Yes	No	No
91	what does istj mean in a personality test	Extraversion	No	No	No	
91	what does istj mean in a personality test	Introverted, Sensing, Thinking, Judging	Yes	Yes	Yes	
91	what does istj mean in a personality test	ISTJ stands for Introverted, Sensing, Thinking, Judging. It is one of the 16 personality types in the Myers-Briggs Type Indicator (MBTI).	Yes	Yes	Yes	
92	what is the angle of the tower of pisa	3. 97 degrees	Yes	Yes	Yes	
92	what is the angle of the tower of pisa	18 degree	No	No	No	
92	what is the angle of the tower of pisa	5.5 degrees	No	No	No	
92	what is the angle of the tower of pisa	4.5 degrees	No	No	No	
92	what is the angle of the tower of pisa	4.97 degrees	No	No	No	
92	what is the angle of the tower of pisa	5.5 degrees.	No	No	No	
93	who won the ncaa women's championship last year 2017	South Carolina Gamecocks	Yes	Yes	Yes	
93	who won the ncaa women's championship last year 2017	The South Carolina Gamecocks won the 2017 NCAA Women's Basketball Championship.	Yes	Yes	Yes	
93	who won the ncaa women's championship last year 2017	University of South Carolina	Yes	Yes	Yes	
93	who won the ncaa women's championship last year 2017	South Carolina	Yes	Yes	Yes	
94	5 cities with the highest population in europe	Istanbul	Yes	Yes	Yes	
94	5 cities with the highest population in europe	Paris	No	No	No	Yes
94	5 cities with the highest population in europe	London	Yes	Yes	Yes	
94	5 cities with the highest population in europe	vatican city	No	No	No	
94	5 cities with the highest population in europe	The five cities with the highest population in Europe are Istanbul, Moscow, London, Saint Petersburg, and Berlin.	Yes	Yes	Yes	
94	5 cities with the highest population in europe	Istanbul , Moscow , London , Saint Petersburg , Berlin	Yes	Yes	Yes	
95	who were the twins that played for kentucky	Harrison	Yes	Yes	Yes	
95	who were the twins that played for kentucky	Andrew	No	Yes	No	No
95	who were the twins that played for kentucky	Aaron and Andrew Harrison	Yes	Yes	Yes	
95	who were the twins that played for kentucky	The Morris twins, Marcus and Markieff, played for the University of Kentucky from 2008 to 2011.	No	No	No	
95	who were the twins that played for kentucky	Aaron and Andrew	Yes	Yes	Yes	
95	who were the twins that played for kentucky	Andrew Harrison	No	Yes	No	No
95	who were the twins that played for kentucky	Daron	No	No	No	
95	who were the twins that played for kentucky	Aaron	No	Yes	No	No
96	who presides over the joint sessions of parliament	the Speaker	Yes	Yes	Yes	
96	who presides over the joint sessions of parliament	The President of India	No	No	No	
96	who presides over the joint sessions of parliament	The President of India presides over the joint sessions of Parliament.	No	No	No	
96	who presides over the joint sessions of parliament	presided over by speaker	Yes	Yes	Yes	
96	who presides over the joint sessions of parliament	presided over by the speaker	Yes	Yes	Yes	
96	who presides over the joint sessions of parliament	Speaker	Yes	Yes	Yes	
97	when was the minimum wage established in the united states	July 24, 2009	No	No	No	
97	when was the minimum wage established in the united states	1938	Yes	Yes	Yes	
97	when was the minimum wage established in the united states	July 24 2009	No	No	No	
97	when was the minimum wage established in the united states	The minimum wage was established in the United States in 1938.	Yes	Yes	Yes	
98	when was the rock and roll hall of fame built in cleveland	September 1, 1995	Yes	Yes	Yes	
98	when was the rock and roll hall of fame built in cleveland	September 2 , 1995	Yes	Yes	Yes	
98	when was the rock and roll hall of fame built in cleveland	1997	No	No	No	
98	when was the rock and roll hall of fame built in cleveland	The Rock and Roll Hall of Fame was built in Cleveland in 1995.	Yes	Yes	Yes	
98	when was the rock and roll hall of fame built in cleveland	June 7, 1993	No	No	No	
99	how many rooms is there in buckingham palace	There are 775 rooms in Buckingham Palace.	Yes	Yes	Yes	
99	how many rooms is there in buckingham palace	over 1,100	No	No	No	
99	how many rooms is there in buckingham palace	775	Yes	Yes	Yes	
100	where is the citrus bowl held this year	Camping World Stadium	Yes	Yes	Yes	
100	where is the citrus bowl held this year	The 2021 Citrus Bowl will be held at Camping World Stadium in Orlando, Florida.	Yes	Yes	Yes	
100	where is the citrus bowl held this year	January 1, 2018	No	No	No	
100	where is the citrus bowl held this year	Orlando, Florida	Yes	Yes	Yes	
100	where is the citrus bowl held this year	January 1 2018	No	No	No	
101	the chinese dragons are protectors of how many seas diggy	Unknown.	No	No	No	
101	the chinese dragons are protectors of how many seas diggy	all waters	No	No	No	
101	the chinese dragons are protectors of how many seas diggy	four	Yes	Yes	No	Yes
102	who is the present president of assam sahitya sabha	Tarun Ram Phukan	No	No	No	
102	who is the present president of assam sahitya sabha	Kanaksen Deka	No	No	No	
102	who is the present president of assam sahitya sabha	ram nath kovind	No	No	No	
102	who is the present president of assam sahitya sabha	Vishwanath Prasad Tiwari	No	No	No	
102	who is the present president of assam sahitya sabha	The current president of Assam Sahitya Sabha is Dr. Nagen Saikia.	No	No	No	
102	who is the present president of assam sahitya sabha	dr. r. sabhapandit	No	No	No	
102	who is the present president of assam sahitya sabha	Padmanath Gohain Baruah	No	No	No	
102	who is the present president of assam sahitya sabha	Dr. Dhrubajyoti Bora	Yes	Yes	Yes	
102	who is the present president of assam sahitya sabha	Ripun Bora	No	No	No	
103	who has the power to approve or veto legislation constitution	President	Yes	Yes	Yes	
103	who has the power to approve or veto legislation constitution	The President of the United States has the power to approve or veto legislation passed by Congress.	Yes	Yes	Yes	
103	who has the power to approve or veto legislation constitution	the President	Yes	Yes	Yes	
103	who has the power to approve or veto legislation constitution	President of the United States	Yes	Yes	Yes	
103	who has the power to approve or veto legislation constitution	congress	No	No	No	
104	who plays artemisia in 300 rise of an empire	eva green	Yes	Yes	Yes	
104	who plays artemisia in 300 rise of an empire	Eva Green.	Yes	Yes	Yes	
104	who plays artemisia in 300 rise of an empire	lena headey	No	No	No	
105	who played cory's older brother on boy meets world	Eric Matthews (Will Friedle)	Yes	Yes	Yes	
105	who played cory's older brother on boy meets world	william alan friedle	Yes	Yes	Yes	
105	who played cory's older brother on boy meets world	Will Friedle.	Yes	Yes	Yes	
105	who played cory's older brother on boy meets world	Will Friedle	Yes	Yes	Yes	
106	where are the organ mountains in new mexico	The Organ Mountains are located in Doña Ana County, New Mexico.	Yes	Yes	Yes	
106	where are the organ mountains in new mexico	southern new mexico	Yes	Yes	Yes	
106	where are the organ mountains in new mexico	dona ana county	Yes	Yes	Yes	
106	where are the organ mountains in new mexico	Las Cruces	Yes	Yes	No	Yes
107	when is last time the astros won the world series	2017	Yes	Yes	Yes	
107	when is last time the astros won the world series	The Houston Astros won the 2017 World Series.	Yes	Yes	Yes	
108	how many walker texas ranger seasons are there	9	No	Yes	No	No
108	how many walker texas ranger seasons are there	There are nine seasons of Walker, Texas Ranger.	No	Yes	No	No
108	how many walker texas ranger seasons are there	8	Yes	Yes	Yes	
108	how many walker texas ranger seasons are there	eight	Yes	Yes	Yes	
109	what is the name of the lymphatic vessels located in the small intestine	vasa recta	No	No	No	
109	what is the name of the lymphatic vessels located in the small intestine	The lymphatic vessels located in the small intestine are called lacteals.	Yes	Yes	Yes	
109	what is the name of the lymphatic vessels located in the small intestine	lacteals	Yes	Yes	Yes	
110	who won the oscar for best actor in 1975	Peter Finch	No	No	No	
110	who won the oscar for best actor in 1975	Al Pacino	No	No	No	
110	who won the oscar for best actor in 1975	Art Carney for Harry and Tonto	Yes	Yes	No	Yes
110	who won the oscar for best actor in 1975	Al Lewis	No	No	No	
110	who won the oscar for best actor in 1975	Meryl Streep	No	No	No	
110	who won the oscar for best actor in 1975	Robert Donat	No	No	No	
110	who won the oscar for best actor in 1975	art carney	Yes	Yes	No	Yes
110	who won the oscar for best actor in 1975	Jack Nicholson	No	No	Yes	No
110	who won the oscar for best actor in 1975	Jack Nicholson won the Oscar for Best Actor in 1975 for his performance in One Flew Over the Cuckoo's Nest.	No	No	Yes	No
111	a good that can be used in place of another good	substitute good	Yes	Yes	Yes	
111	a good that can be used in place of another good	public good	No	No	No	
111	a good that can be used in place of another good	Substitute good.	Yes	Yes	Yes	
111	a good that can be used in place of another good	substitute	Yes	Yes	Yes	
112	who does april end up with on parks and rec	andy	Yes	Yes	Yes	
112	who does april end up with on parks and rec	Casey Jones	No	No	No	
112	who does april end up with on parks and rec	April Ludgate eventually marries Andy Dwyer.	Yes	Yes	Yes	
112	who does april end up with on parks and rec	Andy Dwyer	Yes	Yes	Yes	
113	what is the latest version of chrome for linux	chrome engine 6	No	No	No	
113	what is the latest version of chrome for linux	Version 79.0.3945.88	No	No	Yes	No
113	what is the latest version of chrome for linux	63. 0	Yes	Yes	Yes	
113	what is the latest version of chrome for linux	26.0.1631.11	No	No	No	
113	what is the latest version of chrome for linux	60	No	No	No	
113	what is the latest version of chrome for linux	26.0.1491.0	No	No	No	
113	what is the latest version of chrome for linux	The latest version of Chrome for Linux is version 87.0.4280.66.	Yes	Yes	Yes	
113	what is the latest version of chrome for linux	26	No	No	No	
114	when did the right to buy scheme start	The Right to Buy scheme was introduced in the United Kingdom in 1980.	Yes	Yes	No	Yes
114	when did the right to buy scheme start	1 August 2016	No	No	No	
114	when did the right to buy scheme start	1980	Yes	Yes	No	Yes
115	who played ashley on the young and the restless	Eileen Davidson.	Yes	Yes	Yes	
115	who played ashley on the young and the restless	eileen davidson	Yes	Yes	Yes	
115	who played ashley on the young and the restless	Brenda Epperson	Yes	Yes	Yes	
116	what is the main mineral in lithium batteries	lithium cobalt	Yes	Yes	Yes	
116	what is the main mineral in lithium batteries	manganese	No	No	No	
116	what is the main mineral in lithium batteries	Lithium cobalt oxide.	Yes	Yes	Yes	
116	what is the main mineral in lithium batteries	water	No	No	No	
116	what is the main mineral in lithium batteries	Lithium Cobalt Oxide	Yes	Yes	Yes	
116	what is the main mineral in lithium batteries	lithium	Yes	Yes	No	Yes
117	when were cigarette ads banned from tv uk	Cigarette ads were banned from UK television in 1965.	Yes	Yes	Yes	
117	when were cigarette ads banned from tv uk	1965	Yes	Yes	Yes	
117	when were cigarette ads banned from tv uk	1 August 1965	Yes	Yes	Yes	
118	who wrote were going on a bear hunt	michael rosen	Yes	Yes	Yes	
118	who wrote were going on a bear hunt	Michael Rosen.	Yes	Yes	Yes	
119	what mlb teams did deion sanders play for	Deion Sanders played for the Atlanta Braves, San Francisco Giants, Cincinnati Reds, San Diego Padres, Baltimore Orioles, and the Washington Nationals.	No	No	No	
119	what mlb teams did deion sanders play for	Atlanta Braves	Yes	Yes	No	Yes
119	what mlb teams did deion sanders play for	San Francisco Giants	Yes	Yes	Yes	
119	what mlb teams did deion sanders play for	Atlanta Falcons	No	No	Yes	No
119	what mlb teams did deion sanders play for	cincinnati reds	Yes	Yes	No	Yes
119	what mlb teams did deion sanders play for	New York Yankees	Yes	Yes	No	Yes
119	what mlb teams did deion sanders play for	San Francisco 49ers	No	No	No	
120	when do you get your white coat in pharmacy school	the end of their first academic year	Yes	Yes	No	Yes
120	when do you get your white coat in pharmacy school	During the first year of pharmacy school.	Yes	Yes	Yes	Yes
120	when do you get your white coat in pharmacy school	end of their first academic year	Yes	Yes	No	Yes
120	when do you get your white coat in pharmacy school	before the first year begins	Yes	Yes	Yes	No
120	when do you get your white coat in pharmacy school	before first year begins	Yes	Yes	Yes	No
120	when do you get your white coat in pharmacy school	Most pharmacy schools hold a White Coat Ceremony at the beginning of the program to mark the transition from student to professional.	Yes	Yes	No	Yes
121	what are the 5 boroughs of new york city	Manhattan , The Bronx , Brooklyn , Queens , and Staten Island	Yes	Yes		Yes
121	what are the 5 boroughs of new york city	Manhattan	Yes	Yes	Yes	
121	what are the 5 boroughs of new york city	The five boroughs of New York City are Manhattan, Brooklyn, Queens, The Bronx, and Staten Island.	Yes	Yes		Yes
121	what are the 5 boroughs of new york city	Brooklyn	Yes	Yes	Yes	
121	what are the 5 boroughs of new york city	queens	Yes	Yes	Yes	
122	who was the first british team to win the european cup	Liverpool FC	No	No	No	
122	who was the first british team to win the european cup	celtic	Yes	Yes	Yes	
122	who was the first british team to win the european cup	Manchester United	No	No	No	
122	who was the first british team to win the european cup	Liverpool FC in 1977.	No	No	No	
123	who played pink in pink floyd the wall	Bob Geldof.	Yes	Yes	Yes	
123	who played pink in pink floyd the wall	bob geldof	Yes	Yes	Yes	
124	who lived in jamestown before the arrival of the english	The Powhatan Native American tribe lived in Jamestown before the arrival of the English.	Yes	Yes	Yes	
124	who lived in jamestown before the arrival of the english	Virginia Algonquians	Yes	Yes	Yes	
124	who lived in jamestown before the arrival of the english	Powhatan Indians	Yes	Yes	Yes	
124	who lived in jamestown before the arrival of the english	virginia native americans	Yes	No	Yes	Yes
124	who lived in jamestown before the arrival of the english	dutch	No	No	No	
125	when did the first fleet arive in australia	18–20 January 1788	Yes	Yes	Yes	
125	when did the first fleet arive in australia	January 26 , 1788	Yes	Yes	Yes	
125	when did the first fleet arive in australia	The First Fleet arrived in Australia on January 26, 1788.	Yes	Yes	Yes	
125	when did the first fleet arive in australia	13 May 1787	No	No	No	
125	when did the first fleet arive in australia	1788	Yes	Yes	Yes	
125	when did the first fleet arive in australia	18 January 1850	No	No	Yes	No
125	when did the first fleet arive in australia	18 to 20 January 1788	Yes	Yes	Yes	
125	when did the first fleet arive in australia	18 January 1788	Yes	Yes	Yes	
126	what happens when an air mass is pushed up and over a mountain range	precipitation	No	No	No	
126	what happens when an air mass is pushed up and over a mountain range	When an air mass is pushed up and over a mountain range, it is forced to cool and condense, resulting in precipitation.	Yes	No	Yes	Yes
126	what happens when an air mass is pushed up and over a mountain range	It is forced to cool and condense, forming clouds and precipitation.	Yes	No	Yes	Yes
126	what happens when an air mass is pushed up and over a mountain range	clouds	No	No	No	
126	what happens when an air mass is pushed up and over a mountain range	orographic lift	Yes	Yes	Yes	
127	where is the setting for beauty and the beast	France.	Yes	Yes	Yes	
127	where is the setting for beauty and the beast	france	Yes	Yes	Yes	
127	where is the setting for beauty and the beast	French village	Yes	Yes	Yes	
128	who did the voiceover in michael jackson's thriller	Vincent Price.	Yes	Yes	Yes	
128	who did the voiceover in michael jackson's thriller	vincent price	Yes	Yes	Yes	
129	what is the most common cause of right ventricular heart failure	Left-sided heart failure	No	No	No	
129	what is the most common cause of right ventricular heart failure	pulmonary hypertension	Yes	Yes	Yes	
129	what is the most common cause of right ventricular heart failure	pulmonary heart disease	Yes	Yes	Yes	
129	what is the most common cause of right ventricular heart failure	The most common cause of right ventricular heart failure is left ventricular systolic dysfunction.	No	No	No	
130	when will the flash season 4 episode 14 coming out	May 22, 2018	No	No	No	
130	when will the flash season 4 episode 14 coming out	April 10, 2018	No	No	No	
130	when will the flash season 4 episode 14 coming out	April 22, 2018	No	No	No	
130	when will the flash season 4 episode 14 coming out	February 27, 2018	Yes	Yes	Yes	
130	when will the flash season 4 episode 14 coming out	November 14 2017	No	No	No	
130	when will the flash season 4 episode 14 coming out	The Flash Season 4 Episode 14 will air on Tuesday, March 13, 2018.	No	No	No	
130	when will the flash season 4 episode 14 coming out	April 16, 2018	No	No	No	
130	when will the flash season 4 episode 14 coming out	March 13 , 2018	No	No	No	
130	when will the flash season 4 episode 14 coming out	March 1, 2018	No	No	No	
131	who sang rip it up and start again	Orange Juice	Yes	Yes	Yes	
131	who sang rip it up and start again	scottish post punk band orange juice	Yes	Yes	Yes	
131	who sang rip it up and start again	The Human League	No	No	Yes	No
131	who sang rip it up and start again	The song "Rip It Up and Start Again" was performed by the British band Orange Juice.	Yes	Yes	Yes	
131	who sang rip it up and start again	scottish post - punk band orange juice	Yes	Yes	Yes	
132	what was the city of beijing previously known as	Beiping	Yes	Yes	Yes	
132	what was the city of beijing previously known as	peking	Yes	Yes	Yes	
132	what was the city of beijing previously known as	Beijing was previously known as Peking.	Yes	Yes	Yes	
132	what was the city of beijing previously known as	Youzhou, Nanjing	No	Yes	No	No
132	what was the city of beijing previously known as	Jicheng	Yes	Yes	Yes	
132	what was the city of beijing previously known as	Jingshi	Yes	Yes	No	Yes
133	who won the men's ice skating 2018	yuzuru hanyu	Yes	Yes	Yes	
133	who won the men's ice skating 2018	Yuzuru Hanyu of Japan won the men's ice skating gold medal at the 2018 Winter Olympics.	Yes	Yes	Yes	
134	who does luke skywalker fall in love with	Princess Leia	Yes	No	Yes	Yes
134	who does luke skywalker fall in love with	Leia Organa	Yes	No	Yes	Yes
134	who does luke skywalker fall in love with	Mara Jade	Yes	Yes	No	Yes
134	who does luke skywalker fall in love with	camie amidala	No	No	No	
134	who does luke skywalker fall in love with	Princess Leia.	Yes	No	Yes	Yes
134	who does luke skywalker fall in love with	Leia	Yes	No	Yes	Yes
134	who does luke skywalker fall in love with	padme amidala	No	No	No	
135	winner of the women's royal rumble match	naomi	No	No	No	
135	winner of the women's royal rumble match	asuka	Yes	Yes	Yes	
135	winner of the women's royal rumble match	Alexa Bliss	No	No	No	
135	winner of the women's royal rumble match	Bianca Belair.	Yes	Yes	Yes	
136	who were farmers who kept a small portion of their crops & gave the rest to the landowners	Sharecroppers.	Yes	Yes	Yes	
136	who were farmers who kept a small portion of their crops & gave the rest to the landowners	sharecroppers	Yes	Yes	Yes	
136	who were farmers who kept a small portion of their crops & gave the rest to the landowners	tenant farmers	Yes	Yes	Yes	
137	who has made the most premier league appearances	Gareth Barry	Yes	Yes	Yes	
137	who has made the most premier league appearances	Gary Speed	No	No	No	
137	who has made the most premier league appearances	alan shearer	No	No	No	
137	who has made the most premier league appearances	Gareth Barry has made the most Premier League appearances with 653.	Yes	Yes	Yes	
137	who has made the most premier league appearances	Ryan Giggs	No	No	No	
138	what is the meaning of the name comanche	Comanche is a Native American tribe from the Great Plains region of the United States. The name is derived from the Ute word kɨmantsi meaning "anyone who wants to fight me all the time".	Yes	Yes	No	Yes
138	what is the meaning of the name comanche	"Those Who Are Always Ready for War"	No	Yes	No	No
138	what is the meaning of the name comanche	enemy stranger	Yes	Yes	Yes	
138	what is the meaning of the name comanche	enemy, stranger	Yes	Yes	Yes	
139	gabbar is back is a remake of which telugu movie	Ramayanaa	No	No	Yes	No
139	gabbar is back is a remake of which telugu movie	ramanaa	Yes	Yes	Yes	
139	gabbar is back is a remake of which telugu movie	tagore	Yes	Yes	No	Yes
139	gabbar is back is a remake of which telugu movie	Ramgarh Ke Sholay	No	No	No	
139	gabbar is back is a remake of which telugu movie	Gabbar Is Back is a remake of the Telugu movie Ramanaa.	Yes	Yes	Yes	
140	where was the film the remains of the day filmed	Dyrham Park	Yes	Yes	Yes	
140	where was the film the remains of the day filmed	England	Yes	Yes	No	Yes
140	where was the film the remains of the day filmed	The film The Remains of the Day was filmed in England, primarily in Oxfordshire and Gloucestershire.	Yes	Yes	Yes	
140	where was the film the remains of the day filmed	weston super mare	No	Yes	No	No
140	where was the film the remains of the day filmed	1993	No	No	No	
140	where was the film the remains of the day filmed	Weston-super-Mare	No	Yes	No	No
141	who plays the doc in back to the future	Christopher Lloyd	Yes	Yes	Yes	
141	who plays the doc in back to the future	Christopher Lloyd.	Yes	Yes	Yes	
141	who plays the doc in back to the future	christopher allen lloyd	Yes	Yes	Yes	
142	where do they get the hair for a hair transplant	from the back and sides of the head	Yes	Yes	Yes	
142	where do they get the hair for a hair transplant	the 'donor site'	No	No	No	
142	where do they get the hair for a hair transplant	back of the head	Yes	Yes	Yes	
142	where do they get the hair for a hair transplant	Hair for a hair transplant is typically taken from the back or sides of the scalp, where the hair is more resistant to balding.	Yes	Yes	Yes	
142	where do they get the hair for a hair transplant	chest	No	No	No	
142	where do they get the hair for a hair transplant	back	No	No	No	
142	where do they get the hair for a hair transplant	back of head	Yes	Yes	Yes	
143	when does the new season of law and order svu come on	September 27, 2018	No	No	Yes	No
143	when does the new season of law and order svu come on	September 27, 2017	Yes	Yes	Yes	
143	when does the new season of law and order svu come on	September 26 , 2018	No	No	No	
143	when does the new season of law and order svu come on	September 27 2017	Yes	Yes	Yes	
143	when does the new season of law and order svu come on	The new season of Law & Order: SVU will premiere on Thursday, November 12th, 2020 at 9/8c on NBC.	Yes	Yes	Yes	
144	who plays the queen in victoria and abdul	Judi Dench	Yes	Yes	Yes	
144	who plays the queen in victoria and abdul	Judi Dench.	Yes	Yes	Yes	
145	who become the ceo of it wipro company in 2016	abid ali neemuchwala	Yes	Yes	Yes	
145	who become the ceo of it wipro company in 2016	abidali neemuchwala	Yes	Yes	Yes	
145	who become the ceo of it wipro company in 2016	Abidali Neemuchwala became the CEO of Wipro in 2016.	Yes	Yes	Yes	
146	how much venom can a king cobra produce	420 mg	Yes	Yes	Yes	
146	how much venom can a king cobra produce	up to 500 mg	Yes	Yes	Yes	
146	how much venom can a king cobra produce	A king cobra can produce up to 200-500 mg of venom in a single bite.	Yes	Yes	Yes	
146	how much venom can a king cobra produce	200 to 500 mg	Yes	Yes	Yes	
147	what is the approximate volume of blood in your body	The approximate volume of blood in the human body is 5 liters.	Yes	Yes	Yes	
147	what is the approximate volume of blood in your body	5 liters	Yes	Yes	Yes	
